shoes,total_hands,initial_balance,strategy,card_counting,betting,wins[num],losses[num],ties[num],win_rate[num]%,winrate[balance]%,median,std,min_balance,max_balance,sharpe_like,brokes,broke_rate%,profit_count[num],profit_rate%,performance[sec]
26000,1117117,100,stand19,hilo,card_counting,415461,634680,66976,37.19046438287126,85.73123076923078,88.0,13.70567497024748,27,217,-1.04108475224636,0,0.0,2219,8.534615384615385,24.021
26000,1127077,100,stand18,hilo,card_counting,458898,581472,86707,40.71576298691216,91.64138461538461,93.0,13.898831505494188,28,199,-0.601389791746971,0,0.0,5180,19.923076923076923,24.628
26000,1137945,100,stand17,hilo,card_counting,473787,559304,104854,41.635316293845484,94.12807692307692,95.0,14.473922170937374,31,293,-0.4056898335900613,0,0.0,6926,26.638461538461538,24.533
26000,1150534,100,stand16,hilo,card_counting,485378,566845,98311,42.1871930773015,94.58611538461538,95.0,14.557516045681677,24,250,-0.3718961805294101,0,0.0,7240,27.846153846153847,25.099
26000,1164375,100,stand15,hilo,card_counting,493005,579692,91678,42.34074074074074,94.43726923076923,95.0,14.588441827417212,31,287,-0.38131082366701347,0,0.0,7213,27.742307692307694,25.133
26000,1179058,100,stand14,hilo,card_counting,501579,591726,85753,42.54065533671796,94.36623076923077,95.0,14.669688726159523,25,272,-0.38404149780784985,0,0.0,7206,27.715384615384615,24.814
26000,66497,100,random,dont,full,12994,26000,1503,32.08632738227523,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,10.878
26000,71569,100,stand19,dont,full,16926,26000,2643,37.14367223331651,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,11.033
26000,76331,100,stand18,dont,full,20444,26000,3887,40.61910154775387,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,11.389
26000,78942,100,stand17,dont,full,22055,26000,4887,41.658796418722375,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,11.085
26000,78529,100,stand16,dont,full,22137,26000,4392,42.14243560699804,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,11.050
26000,78243,100,stand15,dont,full,21973,26000,4270,42.05922324521946,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,11.080
26000,78027,100,stand14,dont,full,22192,26000,3835,42.654775405078134,0.0,0.0,0.0,0,0,0.0,26000,100.0,0,0.0,10.935
26000,1191019,100,random,hilo,card_counting,384962,761703,44354,32.3220704287673,77.24626923076923,80.0,14.562948530676286,18,161,-1.5624398260627592,0,0.0,429,1.6500000000000001,24.183
26000,1117070,100,stand19,hilo,card_counting,415418,634567,67085,37.188179791776705,85.81834615384616,88.0,13.677367773180597,26,168,-1.0368701113647092,0,0.0,2162,8.315384615384614,24.552
26000,1126923,100,stand18,hilo,card_counting,460185,580367,86371,40.83553179764722,91.80392307692308,93.0,14.23486109618077,27,234,-0.5757749842234813,0,0.0,5197,19.98846153846154,24.868
26000,1137803,100,stand17,hilo,card_counting,473628,559127,105048,41.62653816170286,94.17215384615385,95.0,14.6239625531646,32,265,-0.3985134762660492,0,0.0,6961,26.77307692307692,24.449
26000,1150334,100,stand16,hilo,card_counting,485528,566805,98001,42.20756754125324,94.60869230769231,95.0,14.613858544335468,33,233,-0.36891746802882774,0,0.0,7272,27.96923076923077,24.439
26000,1164109,100,stand15,hilo,card_counting,494928,577756,91425,42.51560635644944,94.5456923076923,95.0,14.81440720821275,26,265,-0.36817589901835274,0,0.0,7311,28.119230769230768,25.344
26000,1178937,100,stand14,hilo,card_counting,500518,592728,85691,42.45502516249808,94.21273076923077,95.0,14.714269494717009,24,237,-0.3933099929185801,0,0.0,7098,27.3,25.043
26000,849543,100,random,dont,ma,269341,533560,31273,32.288347515026835,39.816961538461534,0.0,50.79247665203896,0,128,-1.1848809593166891,15612,60.04615384615385,6063,23.31923076923077,19.489
26000,937060,100,stand19,dont,ma,344417,527766,55535,37.12518243690432,66.74565384615384,94.0,52.93496049904712,0,128,-0.6282114096305931,9554,36.746153846153845,11611,44.65769230769231,20.915
26000,1014272,100,stand18,dont,ma,410878,520178,77158,40.75305441106749,83.69215384615384,112.0,48.87361590789221,0,129,-0.3336738207498319,6232,23.96923076923077,15853,60.97307692307692,21.991
26000,1040957,100,stand17,dont,ma,430464,509469,95845,41.559484754455106,88.76396153846153,115.0,46.708553046808355,0,132,-0.2405563377285186,5300,20.384615384615383,17160,66.0,22.913
26000,1053948,100,stand16,dont,ma,442418,516445,90034,42.17935602828496,89.82992307692308,115.0,46.58424544338572,0,131,-0.21831580239797405,5195,19.98076923076923,17518,67.37692307692308,22.573
26000,1061638,100,stand15,dont,ma,449209,523855,83305,42.523871866743534,89.08057692307693,115.0,47.39148744741005,0,131,-0.2304089545414728,5405,20.78846153846154,17295,66.51923076923076,22.289
26000,1069359,100,stand14,dont,ma,451679,534611,77542,42.45773768790561,88.14803846153846,115.0,48.09980760854435,0,132,-0.24640351235742114,5631,21.657692307692308,17174,66.05384615384615,23.105
26000,1190949,100,random,hilo,card_counting,383910,762168,44871,32.2356372942922,77.07911538461538,80.0,14.682168444073797,20,165,-1.5611375596658708,0,0.0,434,1.6692307692307693,23.856
26000,1117381,100,stand19,hilo,card_counting,415382,635124,66875,37.1746074078582,85.77338461538461,88.0,13.640410611566448,24,184,-1.0429755958044153,0,0.0,2157,8.296153846153846,24.708
26000,1126847,100,stand18,hilo,card_counting,459631,581013,86203,40.789122214462125,91.78942307692309,93.0,14.261372625294943,28,237,-0.5757213655938062,0,0.0,5235,20.134615384615383,24.486
26000,1137745,100,stand17,hilo,card_counting,473552,559482,104711,41.62198032072213,94.0365,94.0,14.563202374429611,32,225,-0.40949097915928434,0,0.0,6921,26.619230769230768,24.679
26000,1150462,100,stand16,hilo,card_counting,485170,566625,98667,42.171753608550304,94.67342307692309,95.0,14.733858340998342,31,255,-0.36151948795755884,0,0.0,7345,28.249999999999996,24.780
26000,1164015,100,stand15,hilo,card_counting,495019,577511,91485,42.526857471767975,94.65407692307693,95.0,14.60222058019842,34,303,-0.366103432526728,0,0.0,7349,28.265384615384615,24.714
26000,1178817,100,stand14,hilo,card_counting,501211,592085,85521,42.51813470623515,94.22976923076924,95.0,14.975867298907598,31,226,-0.38530194305685844,0,0.0,7115,27.365384615384613,25.026
26000,1190810,250,random,dont,5,384451,761736,44623,32.28483133329414,70.97807692307693,175.0,31.311955407571812,55,315,-2.3171599073867672,0,0.0,246,0.9461538461538462,22.809
26000,1117381,250,stand19,dont,5,415154,635283,66944,37.15420255042819,83.06700000000001,205.0,30.80604308210571,100,335,-1.3741622021099382,0,0.0,1943,7.473076923076922,23.381
26000,1126907,250,stand18,dont,5,459973,580405,86529,40.81729903177458,90.736,225.0,31.493812738036205,110,360,-0.7353825398227771,0,0.0,5465,21.01923076923077,23.819
26000,1138038,250,stand17,dont,5,473605,559411,105022,41.61592143671828,93.39953846153846,235.0,31.38351164973054,105,355,-0.5257905498378325,0,0.0,7128,27.415384615384614,23.468
26000,1150361,250,stand16,dont,5,486640,565935,97786,42.30324219962255,93.90038461538461,235.0,31.554658422654068,115,370,-0.4832579157501105,0,0.0,7598,29.223076923076924,24.042
26000,1164043,250,stand15,dont,5,494331,577761,91951,42.46673018092974,93.5823076923077,235.0,31.809959137228425,110,355,-0.5043775975950122,0,0.0,7276,27.984615384615385,23.774
26000,1179030,250,stand14,dont,5,500973,592559,85498,42.490267423220786,92.95492307692308,230.0,32.094751478786,90,355,-0.5487717304598524,0,0.0,6904,26.553846153846155,23.961
26000,1191146,250,random,hilo,card_counting,383195,762964,44987,32.17027971382181,77.37252307692307,202.0,39.26410230990441,36,380,-1.4407229244974438,0,0.0,544,2.0923076923076924,24.119
26000,1117277,250,stand19,hilo,card_counting,415831,634493,66953,37.218254738976995,85.73686153846154,221.0,36.85658828876977,57,700,-0.9674754992097606,0,0.0,2564,9.861538461538462,24.233
26000,1126782,250,stand18,hilo,card_counting,459628,580604,86550,40.79120894724978,91.79106153846153,233.0,36.886713079209684,54,544,-0.5563614765505651,0,0.0,5880,22.615384615384613,24.932
26000,1137942,250,stand17,hilo,card_counting,474144,559132,104666,41.66679848357825,94.12793846153846,238.0,37.85688297490817,54,620,-0.38778031080593617,0,0.0,7606,29.25384615384615,24.788
26000,1150334,250,stand16,hilo,card_counting,484377,567503,98454,42.10750964502484,94.5268,238.0,38.00225471922369,66,579,-0.3600575834538143,0,0.0,7863,30.24230769230769,25.436
26000,1164090,250,stand15,hilo,card_counting,495032,577034,92024,42.52523430318962,94.73167692307692,239.0,38.22071894143021,65,735,-0.34459863804474145,0,0.0,8145,31.326923076923073,25.018
26000,1178727,250,stand14,hilo,card_counting,500811,592057,85859,42.48744620255581,94.28998461538461,238.0,38.885957677876696,48,558,-0.36710008738347016,0,0.0,7836,30.138461538461534,24.966
26000,1184757,250,random,dont,10,382870,756094,44398,32.35442747020777,42.58092307692308,100.0,61.266540765160464,0,360,-2.3430030570507,1645,6.3269230769230775,267,1.026923076923077,23.390
26000,1117036,250,stand19,dont,10,415932,634215,66791,37.23859336865609,66.418,170.0,62.18250867541981,0,430,-1.350138516254277,126,0.4846153846153846,2078,7.992307692307693,23.545
26000,1126996,250,stand18,dont,10,459777,580785,86426,40.79697388082216,81.38338461538461,200.0,63.08626420508329,0,460,-0.7377444051884166,11,0.04230769230769231,5371,20.657692307692308,24.309
26000,1138064,250,stand17,dont,10,474146,559223,104686,41.662837033359544,86.91123076923077,220.0,62.81107653884419,0,490,-0.5209578450177794,10,0.038461538461538464,7093,27.28076923076923,24.014
26000,1150390,250,stand16,dont,10,484845,567368,98168,42.146471473364045,87.30415384615384,220.0,63.81092534570312,0,460,-0.49740095779307875,16,0.06153846153846154,7437,28.603846153846153,23.569
26000,1164252,250,stand15,dont,10,495050,577384,91808,42.52122840440389,87.33323076923078,220.0,63.767854782662106,0,460,-0.4965969638598069,14,0.05384615384615384,7326,28.176923076923078,24.260
26000,1178988,250,stand14,dont,10,500845,592167,85964,42.48135670276579,85.95046153846154,210.0,64.55670399061074,0,480,-0.5440774386337109,14,0.05384615384615384,6979,26.842307692307692,24.103
26000,1190931,250,random,hilo,card_counting,383351,762787,44793,32.189186443211234,77.26216923076923,202.0,39.76647907481693,35,415,-1.4294596415269538,0,0.0,577,2.2192307692307693,24.230
26000,1117112,250,stand19,hilo,card_counting,415194,634866,67052,37.166729925020945,85.75107692307692,221.0,36.56141924052401,57,490,-0.9743141385721856,0,0.0,2548,9.8,24.173
26000,1126735,250,stand18,hilo,card_counting,459535,580840,86360,40.78465655189552,91.52572307692309,233.0,37.233456733178706,62,553,-0.5689961171081317,0,0.0,5770,22.192307692307693,24.010
26000,1138086,250,stand17,hilo,card_counting,472924,559938,105224,41.554328934720225,93.9668923076923,238.0,37.35961086373856,67,684,-0.4037185849119389,0,0.0,7336,28.215384615384615,24.623
26000,1150619,250,stand16,hilo,card_counting,485242,566963,98414,42.172256846097625,94.52856923076924,238.0,37.90999464066669,58,701,-0.3608171684731308,0,0.0,7850,30.19230769230769,24.503
26000,1164156,250,stand15,hilo,card_counting,495256,577168,91732,42.54206480918365,94.77187692307693,239.0,38.90301892696172,65,781,-0.3359715531806536,0,0.0,8061,31.003846153846155,25.284
26000,1178971,250,stand14,hilo,card_counting,501394,591747,85830,42.528102896508905,94.15924615384615,238.0,38.47926552629915,58,598,-0.3794740989898774,0,0.0,7808,30.030769230769234,24.377
26000,1086630,250,random,dont,15,346811,688437,40442,32.24079428088018,21.692461538461536,25.0,67.57551252410364,0,460,-2.8970382737980267,11492,44.2,251,0.9653846153846154,21.619
26000,1096831,250,stand19,dont,15,406286,621930,65632,37.14282057470508,50.337538461538465,115.0,86.88081674864523,0,475,-1.4290399019308238,3233,12.434615384615384,1964,7.553846153846154,23.069
26000,1120072,250,stand18,dont,15,456570,576648,85869,40.79843658267856,72.311,175.0,92.93942311110878,0,535,-0.7448131017258921,1074,4.130769230769231,5423,20.857692307692307,22.823
26000,1134248,250,stand17,dont,15,472510,556588,104550,41.680486359081485,80.60146153846154,205.0,93.49992428806611,0,580,-0.5186779189727752,655,2.519230769230769,7240,27.846153846153847,23.519
26000,1146590,250,stand16,dont,15,483775,564149,98061,42.214775935112584,81.45523076923077,205.0,94.421241025076,0,595,-0.4910115835547055,659,2.5346153846153845,7422,28.54615384615385,23.495
26000,1158998,250,stand15,dont,15,491845,575735,90727,42.46240418127491,80.65338461538461,205.0,94.77165036877918,0,595,-0.5103481713501102,750,2.8846153846153846,7303,28.08846153846154,23.269
26000,1173101,250,stand14,dont,15,498289,588560,85461,42.504883520570495,79.178,205.0,95.94552879599003,0,535,-0.5425474292886028,856,3.292307692307692,7037,27.065384615384612,23.982
26000,1190679,250,random,hilo,card_counting,384374,761441,44864,32.28191645271312,77.33464615384615,202.0,39.6543859309008,32,456,-1.4289310825320207,0,0.0,562,2.1615384615384614,23.452
26000,1117361,250,stand19,hilo,card_counting,416192,634537,66632,37.247765046390555,85.87906153846154,222.0,36.28214153349936,52,480,-0.9729951061805827,0,0.0,2619,10.073076923076924,24.393
26000,1127166,250,stand18,hilo,card_counting,459332,581368,86466,40.75105175280305,91.70235384615385,233.0,36.9619402924164,40,722,-0.5612290702409776,0,0.0,5691,21.888461538461538,24.464
26000,1137875,250,stand17,hilo,card_counting,473501,558848,105526,41.612743051741184,94.23381538461538,238.0,38.03478004959861,62,663,-0.37900735904515,0,0.0,7554,29.053846153846152,24.593
26000,1150595,250,stand16,hilo,card_counting,484999,566978,98618,42.15201699990005,94.5797076923077,238.0,37.75056708256204,76,616,-0.35895436324425967,0,0.0,7903,30.396153846153844,24.977
26000,1164245,250,stand15,hilo,card_counting,494267,578271,91707,42.45386495110565,94.56533846153846,239.0,38.546749149948106,68,691,-0.3524721058396212,0,0.0,7984,30.70769230769231,24.952
26000,1179017,250,stand14,hilo,card_counting,500044,593116,85857,42.41194147327816,94.1134,238.0,38.87116307496758,54,628,-0.3785968526750153,0,0.0,7745,29.788461538461537,25.763
26000,927629,250,random,dont,20,293282,581743,34467,32.24679271505412,12.21323076923077,0.0,61.20053954635434,0,530,-3.586029219737435,18558,71.37692307692308,256,0.9846153846153847,20.246
26000,1025968,250,stand19,dont,20,377760,578164,61521,37.1282968612554,38.64046153846154,70.0,100.09152778242492,0,610,-1.5325857198153534,8953,34.434615384615384,1990,7.653846153846154,22.015
26000,1086363,250,stand18,dont,20,441130,558089,83069,40.75902162825422,64.10584615384616,150.0,117.6385955578353,0,710,-0.762805643758876,4286,16.484615384615385,5381,20.696153846153848,23.514
26000,1109247,250,stand17,dont,20,461035,543846,101502,41.67047035249096,74.55661538461538,190.0,120.87041118403839,0,710,-0.5262533726439527,3013,11.588461538461539,7175,27.596153846153847,22.804
26000,1121143,250,stand16,dont,20,472019,551098,95171,42.209073154679295,75.70846153846153,190.0,121.68292578219767,0,730,-0.49907450666123643,3002,11.546153846153846,7348,28.26153846153846,23.417
26000,1132544,250,stand15,dont,20,480120,560286,89167,42.50455703172792,75.37338461538462,190.0,123.06074779369195,0,690,-0.5002938757104998,3110,11.961538461538462,7453,28.665384615384614,23.551
26000,1141604,250,stand14,dont,20,483936,571374,82901,42.51724855936202,73.16123076923077,180.0,124.14877685704997,0,650,-0.5404557723043961,3569,13.726923076923079,7075,27.21153846153846,23.430
26000,1190669,250,random,hilo,card_counting,384668,761464,44537,32.30687957778358,77.44575384615385,203.0,39.56641997070007,40,539,-1.4250876229482061,0,0.0,579,2.226923076923077,23.928
26000,1117093,250,stand19,hilo,card_counting,415740,634574,66779,37.21623893444861,85.70481538461539,221.0,36.75300433313061,52,497,-0.972382045683431,0,0.0,2596,9.984615384615385,23.807
26000,1126603,250,stand18,hilo,card_counting,458617,581120,86866,40.70795124813266,91.6317076923077,233.0,36.767173617430494,55,598,-0.5690056838993118,0,0.0,5711,21.965384615384615,24.167
26000,1138052,250,stand17,hilo,card_counting,473929,558549,105574,41.643879190054584,94.23450769230769,238.0,37.61675747617645,70,534,-0.3831731317713737,0,0.0,7577,29.14230769230769,24.954
26000,1150422,250,stand16,hilo,card_counting,485552,566327,98543,42.20642512052099,94.70626153846153,239.0,38.29621879771242,62,598,-0.3455784035429811,0,0.0,8067,31.026923076923076,24.784
26000,1163927,250,stand15,hilo,card_counting,495104,577443,91380,42.537375625790965,94.76161538461538,239.0,38.84801091032809,54,646,-0.3371076467387388,0,0.0,8037,30.911538461538463,25.312
26000,1178928,250,stand14,hilo,card_counting,500673,592763,85492,42.468496803876064,94.26092307692308,238.0,38.92310262628122,58,793,-0.3686163573713835,0,0.0,7831,30.11923076923077,24.420
26000,691309,250,random,dont,30,215883,427001,25310,32.30843138369994,5.650769230769231,0.0,51.82309656869821,0,640,-4.551504879882982,23330,89.73076923076924,279,1.073076923076923,17.338
26000,849697,250,stand19,dont,30,309904,473999,49658,37.17832288218859,25.764153846153846,0.0,109.15079109113749,0,730,-1.700304812538224,16485,63.40384615384615,1944,7.476923076923077,20.259
26000,968220,250,stand18,dont,30,391191,493478,73178,40.840656179953584,53.38307692307692,100.0,150.77875892227513,0,850,-0.7729358467022801,10647,40.949999999999996,5362,20.623076923076923,21.115
26000,1008740,250,stand17,dont,30,416359,491628,92299,41.623995537276336,65.67076923076924,130.0,162.6180317821379,0,970,-0.5277586746225998,8675,33.36538461538461,7036,27.061538461538458,21.726
26000,1019753,250,stand16,dont,30,427280,498139,86026,42.244511565137,67.54661538461538,160.0,164.12347994552186,0,940,-0.49434402417857876,8549,32.88076923076923,7271,27.965384615384615,22.535
26000,1025766,250,stand15,dont,30,432044,504967,80152,42.47539479906367,66.6216923076923,160.0,164.61401137992686,0,940,-0.5069177801528544,8793,33.81923076923077,7277,27.98846153846154,22.271
26000,1029758,250,stand14,dont,30,433968,512395,74321,42.5173707043512,64.1243076923077,130.0,164.02952298396514,0,910,-0.5467871218402459,9254,35.59230769230769,6917,26.603846153846156,22.735
26000,1190639,250,random,hilo,card_counting,384658,761380,44601,32.30685371468598,77.39372307692308,202.0,39.30023297339941,32,338,-1.4380498035710194,0,0.0,559,2.15,23.782
26000,1117195,250,stand19,hilo,card_counting,413915,636232,67048,37.049485541915246,85.61992307692307,221.0,36.40227361060891,51,511,-0.9875809597017904,0,0.0,2508,9.646153846153846,24.526
26000,1126992,250,stand18,hilo,card_counting,459202,581200,86590,40.745808310972926,91.72004615384616,233.0,37.33045300595515,56,644,-0.5545039759384235,0,0.0,5853,22.51153846153846,24.759
26000,1138044,250,stand17,hilo,card_counting,473722,559745,104577,41.62598282667454,94.11138461538462,238.0,37.38295447832787,64,568,-0.3938035039491872,0,0.0,7459,28.68846153846154,24.156
26000,1150585,250,stand16,hilo,card_counting,484670,567491,98424,42.12378920288375,94.38046153846153,238.0,38.320096352039336,70,625,-0.36661823667618426,0,0.0,7942,30.546153846153846,24.710
26000,1163991,250,stand15,hilo,card_counting,495179,576851,91961,42.54148013171923,94.76141538461539,239.0,38.47143502041186,67,588,-0.3404204062446053,0,0.0,8089,31.111538461538462,24.383
26000,1179206,250,stand14,hilo,card_counting,500862,592309,86035,42.474512510960764,94.33596923076924,238.0,38.48213603270993,61,585,-0.3679649412143032,0,0.0,7772,29.89230769230769,24.368
26000,1190984,250,random,dont,5p,384043,762177,44764,32.24585720714972,50.06275384615385,119.0,37.59464488511111,46,427,-3.320768576645286,0,0.0,171,0.6576923076923077,23.688
26000,1117208,250,stand19,dont,5p,415994,634543,66671,37.23514332156591,66.80932307692308,161.0,50.18160637170238,50,696,-1.653528021663396,0,0.0,1641,6.311538461538461,23.505
26000,1126856,250,stand18,dont,5p,459721,580489,86646,40.79678326245767,79.97307692307693,189.0,61.426024730205924,61,603,-0.8150829866040045,0,0.0,4692,18.046153846153846,24.358
26000,1138149,250,stand17,dont,5p,474377,558701,105071,41.67969220198761,85.56495384615384,205.0,65.89261842904166,64,663,-0.5476731118748508,0,0.0,6399,24.611538461538462,23.694
26000,1150519,250,stand16,dont,5p,485321,566722,98476,42.182788810962705,86.02075384615384,206.0,66.98472040479471,63,659,-0.5217326454961785,0,0.0,6490,24.961538461538463,24.089
26000,1164235,250,stand15,dont,5p,494260,578153,91822,42.45362834822867,85.5999076923077,205.0,66.99615157803458,72,732,-0.5373477419415511,0,0.0,6366,24.484615384615385,24.781
26000,1179202,250,stand14,dont,5p,502221,591406,85575,42.58990401983714,84.80278461538462,204.0,67.18391675056884,64,693,-0.5655079414704829,0,0.0,6123,23.549999999999997,24.525
26000,1191008,250,random,hilo,card_counting,384655,761321,45032,32.29659246621349,77.46853846153846,203.0,39.49129320550566,41,413,-1.4263562743572251,0,0.0,571,2.1961538461538463,24.789
26000,1117323,250,stand19,hilo,card_counting,414415,636186,66722,37.08999098738682,85.69092307692307,221.0,36.89692190329515,55,437,-0.969530531610485,0,0.0,2582,9.930769230769231,24.595
26000,1126940,250,stand18,hilo,card_counting,459215,581410,86315,40.74884199691199,91.61881538461539,233.0,37.53261257225202,65,576,-0.5582601397151911,0,0.0,5794,22.284615384615382,24.611
26000,1138129,250,stand17,hilo,card_counting,474051,559020,105058,41.65178112498671,94.11498461538461,238.0,37.84878315432845,69,827,-0.38871892925984086,0,0.0,7466,28.715384615384615,25.172
26000,1150515,250,stand16,hilo,card_counting,485028,567555,97932,42.15746861188251,94.5922923076923,239.0,38.57869612478951,63,745,-0.3504335446444016,0,0.0,7841,30.157692307692308,24.464
26000,1164274,250,stand15,hilo,card_counting,495156,577295,91823,42.52916409711116,94.7728923076923,239.0,38.77809271061019,45,770,-0.33698844675756146,0,0.0,7986,30.715384615384618,25.803
26000,1179153,250,stand14,hilo,card_counting,501046,592367,85740,42.49202605599104,94.27158461538461,238.0,38.66926756493185,63,627,-0.37034677311876024,0,0.0,7861,30.23461538461538,24.671
26000,1190991,250,random,dont,10p,384528,761746,44717,32.28639007347663,24.322738461538464,49.0,40.996634339067654,3,738,-4.614845996415434,0,0.0,116,0.4461538461538461,23.618
26000,1117405,250,stand19,dont,10p,415609,635654,66142,37.19412388525199,43.46289230769231,89.0,72.51791239947711,12,999,-1.9490738846998084,0,0.0,1149,4.419230769230769,23.291
26000,1126993,250,stand18,dont,10p,459069,581082,86842,40.73397084099014,62.95741538461539,127.0,106.36869327112433,14,1652,-0.8706176478300425,0,0.0,3713,14.28076923076923,23.607
26000,1137884,250,stand17,dont,10p,473865,558741,105278,41.64440312017745,72.5924,151.0,123.32588846204392,15,1672,-0.5555929971758374,0,0.0,5276,20.29230769230769,24.318
26000,1150312,250,stand16,dont,10p,485384,566906,98022,42.195856428516784,73.39321538461539,152.0,126.24563701232277,16,1823,-0.5268852303542882,0,0.0,5355,20.596153846153847,24.079
26000,1163947,250,stand15,dont,10p,494462,577520,91965,42.48148755914144,73.10092307692308,151.0,127.62549497056204,9,1797,-0.5269142526985192,0,0.0,5223,20.088461538461537,24.588
26000,1179052,250,stand14,dont,10p,501362,592051,85639,42.522467202464355,71.1125846153846,142.0,125.15556322793898,15,1512,-0.5770301902601866,0,0.0,4895,18.826923076923077,24.457
26000,1190874,250,random,hilo,card_counting,385063,760882,44929,32.334487107788064,77.2556923076923,202.0,39.64901105988231,39,364,-1.4341030888485924,0,0.0,557,2.1423076923076922,24.199
26000,1117223,250,stand19,hilo,card_counting,415426,635356,66441,37.183803054537904,85.6372,221.0,36.74086124827258,49,461,-0.9773042541752672,0,0.0,2599,9.996153846153847,25.045
26000,1126789,250,stand18,hilo,card_counting,460060,579811,86918,40.82929457067827,91.85123076923077,233.0,37.982961873227204,62,623,-0.5363437202426939,0,0.0,5929,22.803846153846155,24.500
26000,1138130,250,stand17,hilo,card_counting,473207,559871,105052,41.57758779752752,94.0112923076923,238.0,37.918908984159835,69,599,-0.3948364979863613,0,0.0,7426,28.56153846153846,25.121
26000,1150390,250,stand16,hilo,card_counting,484809,567558,98023,42.1430123697181,94.49233846153847,239.0,38.00111564464252,71,630,-0.3623355160125423,0,0.0,7826,30.099999999999998,24.704
26000,1164121,250,stand15,hilo,card_counting,494551,577699,91871,42.48278314711271,94.52741538461538,239.0,38.28454979151525,67,616,-0.35736247684682654,0,0.0,7965,30.634615384615383,25.603
26000,1178909,250,stand14,hilo,card_counting,501017,591998,85894,42.498360772544785,94.34524615384615,238.0,38.438370921221676,54,609,-0.36778053482957823,0,0.0,7931,30.503846153846155,25.649
26000,1190875,250,random,dont,15p,385148,761069,44583,32.34363453140745,12.096476923076924,20.0,35.31473304084953,0,938,-6.222864758402862,131,0.5038461538461538,78,0.3,23.469
26000,1117191,250,stand19,dont,15p,415904,634659,66627,37.22768732265774,28.402492307692306,46.0,82.06365246039914,0,2797,-2.1811577216496056,3,0.011538461538461537,848,3.2615384615384615,24.230
26000,1127085,250,stand18,dont,15p,459694,581940,85451,40.78609865271918,49.78573846153846,78.0,146.9999052748302,3,3623,-0.8539845900679534,0,0.0,2871,11.042307692307693,23.946
26000,1137948,250,stand17,dont,15p,474209,559184,104555,41.67229082523981,61.70203076923077,101.0,187.21904605003877,4,5767,-0.5114058911043321,0,0.0,4125,15.865384615384615,23.726
26000,1150487,250,stand16,dont,15p,486637,565573,98277,42.298348438530816,63.7392,102.0,186.0093408294404,4,2922,-0.4873518695124162,0,0.0,4368,16.8,24.213
26000,1163965,250,stand15,dont,15p,494409,577262,92294,42.476277207647996,62.326461538461544,100.0,189.76036935416548,1,3791,-0.496330432294127,1,0.0038461538461538464,4120,15.846153846153847,23.636
26000,1179075,250,stand14,dont,15p,500677,592681,85717,42.463541335368824,59.22773846153846,91.0,183.542778279274,2,6793,-0.5553509367230934,0,0.0,3706,14.253846153846153,24.054
26000,1191293,250,random,hilo,card_counting,383821,762682,44790,32.218857997151,77.35012307692307,202.0,39.58885576728702,42,456,-1.4303189928131819,0,0.0,534,2.053846153846154,23.498
26000,1117173,250,stand19,hilo,card_counting,414708,635571,66894,37.12119788072214,85.58106153846154,221.0,37.13396726635641,53,648,-0.9707378125069135,0,0.0,2526,9.715384615384616,23.827
26000,1127019,250,stand18,hilo,card_counting,460179,580780,86060,40.8315210302577,91.77380000000001,234.0,37.065647747114696,66,691,-0.5548398921910347,0,0.0,5914,22.746153846153845,24.353
26000,1138094,250,stand17,hilo,card_counting,473605,559561,104928,41.613873722205724,94.03723076923077,238.0,37.19529035709872,67,615,-0.40077447799995713,0,0.0,7441,28.619230769230768,24.215
26000,1150443,250,stand16,hilo,card_counting,485200,567131,98112,42.17505778208916,94.57710769230769,239.0,38.25310150341257,67,641,-0.35440866848460145,0,0.0,7850,30.19230769230769,24.785
26000,1163947,250,stand15,hilo,card_counting,494147,578060,91740,42.45442447121734,94.54132307692308,239.0,38.365228851899076,66,664,-0.3557047023066776,0,0.0,7989,30.72692307692308,24.442
26000,1178836,250,stand14,hilo,card_counting,500862,592468,85506,42.48784394097228,94.30278461538461,238.0,38.985220615484515,73,715,-0.36534456485495154,0,0.0,7831,30.11923076923077,24.705
26000,1179333,250,random,dont,20p,380123,752404,44222,32.30281053988573,5.645123076923077,8.0,26.544058238554598,0,996,-8.886628796084839,3569,13.726923076923079,49,0.18846153846153846,23.612
26000,1116402,250,stand19,dont,20p,415215,634167,66798,37.19964521851315,18.507076923076923,21.0,91.85931153225016,0,2818,-2.217873226937706,379,1.4576923076923078,578,2.223076923076923,23.067
26000,1127129,250,stand18,dont,20p,459401,580876,86813,40.75992156793158,39.627323076923076,44.0,195.95797039668602,0,5073,-0.7702248191393025,85,0.3269230769230769,2107,8.103846153846154,23.885
26000,1138133,250,stand17,dont,20p,473642,559551,104917,41.616539701786294,52.03076923076924,60.0,247.1905133622603,0,9507,-0.48514433378488275,43,0.16538461538461538,3134,12.053846153846154,23.423
26000,1150383,250,stand16,dont,20p,484933,566978,98444,42.15507386850146,53.78716923076923,60.0,272.6179736023525,0,17802,-0.4237874539101187,47,0.18076923076923077,3313,12.742307692307692,23.758
